step_order,x_dif,y_dif,z_dif,rx_dif,ry_dif,rz_dif,joint_1,joint_2,joint_3,joint_4,joint_5,joint_6,x_set,y_set,z_set,rx_set,ry_set,rz_set
2202,-0.111404,-0.7383,0.865334,3.48782,1.53806,1.61893,-4.50418,-3.03797,1.62369,-1.76261,1.06367,0.00515809,357.43769399999996,-2850.4674,-360.954714,-95.341998,-4.5130524,-92.53467400000001
2203,-0.126986,-0.570547,1.06949,3.479,1.34813,1.40794,-4.36791,-2.56753,1.32547,-2.21285,0.742127,0.158567,425.251166,-3002.5138530000004,-153.86158,-105.71599,7.6109976999999995,-94.064771
2204,0.370214,-0.693564,1.09202,2.88797,1.42566,1.6456,-3.88689,-2.61675,1.01245,-1.69672,1.0808,0.111272,-72.75005300000001,-3054.748536,-134.20963999999998,-103.51848,-39.973903,-96.430441
2205,0.0659215,-0.433394,1.017245,3.70363,1.4926,1.72277,-3.57926,-2.43411,1.48833,-3.40169,0.0708515,1.16241,291.6277685,-3199.326906,-208.287595,-97.51002100000001,2.0455397,-94.150866
2206,-0.125069,-0.579039,0.761767,3.69075,1.57131,1.51802,-4.3312,-3.14854,1.99591,-1.98824,0.586867,-0.00122053,419.953439,-2995.3484609999996,-464.55365700000004,-93.686898,12.81643,-91.680114
2207,0.0264668,-0.466649,1.11211,3.03554,1.58632,1.73321,-4.16865,-2.50793,1.43208,-2.04979,1.29457,-0.00682098,327.5490932,-3151.161051,-114.84673000000001,-92.177069,-37.095197,-91.544599
2208,-0.187592,-0.6575,0.909073,2.80253,1.62395,1.63023,-4.91702,-2.99424,1.56732,-1.65375,2.17268,0.0159885,467.213502,-2895.4256,-318.604153,-89.215199,-44.459591,-90.33391
2209,0.179071,-0.820728,1.02173,3.12588,1.24169,1.74235,-4.2345,-2.66644,1.01586,-1.83337,1.29623,0.100562,61.385711,-2870.0928719999997,-201.08572999999998,-115.07213999999999,-30.209709999999998,-102.68842000000001
2210,-0.197039,-0.713876,1.03669,3.14568,1.38229,1.44308,-4.7257,-2.69615,1.21955,-1.85494,1.4535,0.0207634,448.359659,-2843.202624,-187.14736,-104.37774999999999,-13.605573999999999,-94.086203
2211,0.148836,-0.482737,1.21779,3.16769,1.73118,1.57813,-3.68619,-2.43642,1.13556,-1.52852,0.546404,-0.265548,202.468624,-3180.445463,-12.024595999999999,-83.58045999999999,-20.554767,-88.434098
2212,-0.0131453,-0.768593,0.913862,3.07296,1.56722,1.7139,-4.51928,-2.97449,1.49695,-1.66763,1.58851,-0.000622098,261.99917530000005,-2852.4633070000004,-313.695352,-93.62440799999999,-33.721651,-92.170554
2213,-0.213547,-0.519806,0.917479,3.43259,1.75925,1.73524,-4.78349,-2.94084,1.8082,-1.82817,1.51064,0.0430226,530.8401769999999,-3019.7978940000003,-311.776099,-83.00046400000001,-14.098898,-86.540119
2214,0.301111,-0.867096,0.985239,3.32635,1.50311,1.66172,-4.04168,-2.80991,1.00558,-1.42955,0.807177,0.0504783,-71.90671300000001,-2870.354604,-241.984349,-97.45008700000001,-16.061911000000002,-93.607662
2215,0.115103,-0.855456,1.017498,3.46217,1.53403,1.50961,-4.1973,-2.77785,1.03594,-1.45562,0.673758,0.031223,101.20642699999999,-2818.485544,-209.811218,-95.585555,0.2546033000000001,-92.29396
2216,-0.271608,-0.434545,1.01377,3.36661,1.36045,1.42503,-4.84572,-2.60605,1.53631,-2.2827,1.33285,0.00190324,610.801108,-3080.534455,-209.02026,-105.22963,0.13906280000000004,-94.05704300000001
2217,-0.0334637,-0.684117,1.1414,3.68592,1.25174,1.61015,-4.26828,-2.44507,0.920457,-2.07652,0.649606,0.204834,297.8767737,-2927.972483,-81.199641,-109.54744,8.6147527,-98.806503
2218,0.259382,-0.737778,0.773262,3.79142,1.3679,1.71693,-3.90089,-3.12431,1.60335,-2.21126,0.292119,0.445978,5.479414500000001,-2978.221122,-451.704312,-103.16881000000001,7.9875085,-97.523769
2219,-0.0775598,-0.780295,0.958284,3.83768,1.8353,1.71877,-4.39641,-2.96294,1.34748,-1.2147,0.712652,-0.0677107,306.1992098,-2821.548305,-272.501584,-82.122725,10.219073,-84.579642
2220,-0.141782,-0.880317,1.14741,3.7458,1.63194,1.41494,-4.4916,-2.47667,0.462883,-1.03769,0.590238,-0.0412505,329.470582,-2705.1038829999998,-80.483156,-90.703125,21.844672,-90.819295
2221,0.394184,-0.877125,0.962642,3.6675,1.84927,1.58066,-3.91319,-2.64443,0.315002,-0.0075267,0.335992,-0.634106,-170.112694,-2892.235675,-270.470752,-79.88043300000001,8.305698999999999,-86.25734999999999
2222,-0.0413767,-0.538447,1.14635,3.37351,1.69435,1.41793,-4.1364,-2.56045,1.29573,-1.66843,0.617752,-0.143045,356.5930967,-3062.868053,-82.544789,-86.56002699999999,0.27692859999999997,-90.260638
2223,-0.0212551,-0.505459,0.793923,3.272,1.52309,1.65575,-4.18389,-2.9624,2.0532,-2.28871,0.996455,0.023552,355.2679051,-3100.030141,-432.19354300000003,-96.24499,-18.997711,-93.134183
2224,0.276278,-0.482644,1.21139,3.12963,1.80311,1.69704,-3.55578,-2.49603,1.09509,-1.31699,0.593946,-0.361198,84.82105899999999,-3222.8198559999996,-20.107528000000002,-78.34216400000001,-29.102375,-85.293122
2225,-0.203341,-0.822234,1.17051,2.89792,1.2677,1.56682,-4.84609,-2.26632,0.271433,-1.46227,1.93727,-0.0421603,423.03529100000003,-2736.746166,-51.535754,-113.2983,-33.928208,-98.746581
2226,-0.276673,-0.870713,0.98718,3.46215,1.84594,1.54749,-4.77706,-2.90963,1.09896,-1.05931,1.28944,0.0109266,466.565583,-2668.532287,-243.52239,-78.63560299999999,-1.6037112699999998,-86.681963
2227,-0.334007,-0.714689,1.0312,3.03374,1.80012,1.41514,-5.00086,-2.85269,1.22901,-1.28325,1.80704,0.0301699,579.011197,-2795.511711,-198.44416,-79.51695099999999,-18.853472,-88.958455
2228,0.254532,-0.779213,1.15853,3.54567,1.46064,1.7254,-3.9817,-2.46521,0.645344,-1.503,0.595218,0.106114,-0.70574694,-2937.777187,-67.701079,-99.491658,-7.0413181,-94.95595499999999
2229,-0.233757,-0.651813,0.720744,3.56972,1.31655,1.70889,-4.7366,-3.17315,1.90428,-2.11243,1.29921,-0.0430101,502.254567,-2889.168987,-501.77074400000004,-106.90950000000001,-3.9445718000000003,-98.72753999999999
2230,-0.25968,-0.748241,0.838992,3.13993,1.44788,1.44345,-4.83765,-3.05773,1.57249,-1.77948,1.56937,-0.000597779,496.84925,-2789.618659,-385.355722,-100.487474,-14.157238999999999,-93.244574
2231,-0.267948,-0.69679,0.972898,3.61716,1.66627,1.51295,-4.71551,-2.90391,1.4355,-1.57483,1.04011,-0.00682098,514.850618,-2835.50551,-254.675568,-88.712381,8.851991000000002,-90.056332
2232,0.273227,-0.594764,0.724059,3.55731,1.61755,1.39761,-3.69066,-2.98279,1.35799,0.819212,0.0592418,-2.31896,39.127385000000004,-3117.597236,-505.03645900000004,-91.03043,11.967596,-91.184037
2233,-0.0846898,-0.631162,0.946528,3.46229,1.82673,1.59083,-4.3915,-2.96261,1.66354,-1.54493,0.959656,-0.0925306,367.88237979999997,-2959.819338,-284.340968,-79.62505,-4.0974308,-86.543824
2234,-0.218211,-0.830788,1.15476,3.11848,1.50918,1.71874,-4.84859,-2.47401,0.595742,-1.32809,1.87663,-0.018884,433.451601,-2725.1734119999996,-70.76023699999999,-97.423799,-31.263729,-93.916687
2235,0.321412,-0.635187,0.940745,2.95534,1.6249,1.72979,-3.8705,-2.93609,1.55149,-1.69656,1.0744,-0.0395873,-6.5354209999999995,-3092.695013,-288.390285,-89.32303800000001,-41.466995999999995,-90.21037
2236,-0.363244,-0.420179,0.875492,3.36522,1.46601,1.53478,-5.21405,-2.90566,1.80354,-2.1447,1.80956,-0.0491489,704.702264,-3063.0143209999997,-348.618712,-99.351007,-6.523630799999999,-93.626829
2237,0.0918416,-0.527975,1.18724,2.86359,1.48955,1.67589,-4.1638,-2.40461,1.1203,-1.93672,1.40582,0.0344779,246.1372184,-3114.639825,-38.742994,-99.229125,-43.406459,-94.83943099999999
2238,0.100198,-0.594567,1.18975,3.31066,1.8655,1.51887,-3.98251,-2.56591,1.10157,-1.1975,0.669127,-0.336938,206.965152,-3057.535433,-42.445345,-76.715168,-8.581897999999999,-86.93302100000001
2239,-0.0651131,-0.673379,1.18595,3.39167,1.57618,1.71722,-4.45316,-2.49036,0.989394,-1.63497,1.20712,-0.00148327,338.1787431,-2927.4566210000003,-40.894058,-93.214757,-15.689281000000001,-91.778503
2240,-0.170303,-0.695259,0.944543,3.55553,1.61615,1.40554,-4.51175,-2.93118,1.51336,-1.66535,0.790708,-0.0235756,422.919033,-2869.903641,-282.925973,-91.204938,11.566891,-91.108662
2241,-0.0864987,-0.513703,0.760092,3.13429,1.80848,1.55816,-4.45354,-3.1668,2.14351,-1.8724,1.31356,-0.0660952,415.1175987,-3068.8555969999998,-470.13762199999996,-78.862247,-21.08694,-87.121602
2242,-0.0654417,-0.710458,0.945027,3.15915,1.88581,1.73059,-4.57253,-3.01525,1.56393,-1.37542,1.57125,0.00531388,329.96524170000004,-2889.091542,-287.291767,-73.163535,-28.594144,-82.29005000000001
2243,-0.184349,-0.780826,0.903626,3.5451,1.8968,1.72167,-4.65915,-3.08454,1.49177,-1.23439,1.25932,0.0319054,412.027159,-2784.479774,-327.63420599999995,-76.51043,-6.1943548,-83.01746800000001
2244,0.196185,-0.574479,0.991558,3.5585,1.6728,1.64093,-3.75399,-2.85205,1.47225,-1.4164,0.278663,-0.292296,122.335375,-3110.8714210000003,-237.500848,-88.33363399999999,-1.7570830990000001,-89.56047099999999
2245,-0.34593,-0.881007,0.95675,2.94727,1.47609,1.50585,-4.99863,-2.83484,0.972672,-1.38102,1.98451,-0.0234554,536.1809199999999,-2634.164793,-268.02893,-99.171355,-28.840608,-93.463494
2246,0.0892666,-0.654104,1.10983,3.51118,1.61181,1.65462,-4.06,-2.64428,1.20502,-1.63776,0.632665,-0.0381034,196.3598734,-2998.754396,-118.25508,-91.434071,-5.2873718,-90.90865199999999
2247,0.146458,-0.41153,0.779606,2.93194,1.45005,1.42085,-3.43632,-2.82885,2.10679,-2.74837,0.373478,0.331955,231.974972,-3246.0716700000003,-445.144496,-100.391156,-24.757619000000002,-93.208494
2248,-0.327283,-0.601696,0.874393,3.2723,1.44182,1.49252,-4.98824,-2.96864,1.66067,-1.96177,1.6352,-0.0260885,609.131223,-2904.130604,-350.135893,-100.842625,-9.362102,-93.7193
2249,-0.0877114,-0.869755,1.1834,3.77006,1.77461,1.59624,-4.44118,-2.43369,0.40477,-0.856477,0.702131,-0.077081,284.18363139999997,-2734.173645,-46.638664999999996,-84.191307,13.071853,-87.391168
2250,0.107508,-0.470235,1.02544,2.9055,1.22683,1.73668,-4.02607,-2.51389,1.46587,-2.43933,1.3149,0.173335,251.995472,-3173.188865,-196.17262,-118.87087,-41.997068999999996,-104.89228000000001
2251,-0.0625296,-0.590558,0.953514,3.00353,1.43476,1.40526,-4.42982,-2.78347,1.62562,-2.12528,1.26427,0.06089,365.4870396,-3005.527442,-270.995544,-101.27385199999999,-19.809905,-93.161947
2252,0.353292,-0.405891,0.721355,2.85622,1.30644,1.51137,-3.30377,-3.00678,2.05489,-2.78,0.467369,0.614112,41.472063999999996,-3320.8327090000002,-502.465985,-110.25791,-33.575494,-96.884919
2253,-0.294989,-0.79388,1.18318,3.25335,1.68975,1.4806,-4.85985,-2.50166,0.662192,-1.18386,1.51501,0.00593631,512.717589,-2735.3007199999997,-45.03349,-86.537537,-10.0312339,-89.877005
2254,0.172639,-0.869626,0.871054,3.46545,1.91583,1.42909,-4.13453,-3.07132,1.17019,-0.632501,0.595686,-0.409336,41.571839000000004,-2823.788274,-361.90461400000004,-74.720434,5.2116476,-87.593597
2255,-0.227608,-0.585694,1.19679,3.65791,1.7359,1.73167,-4.69501,-2.51321,1.08367,-1.55794,1.19528,0.0244373,517.318608,-2954.214706,-31.715982,-85.5002,-1.1092484,-87.26732399999999
2256,0.241289,-0.820832,1.009884,3.07384,1.47294,1.70516,-4.14838,-2.77891,1.11857,-1.58567,1.21008,0.0426755,3.2888129999999998,-2891.978068,-216.662214,-99.884185,-32.963354,-95.060772
2257,-0.164473,-0.74928,1.15657,3.10367,1.47464,1.7434,-4.78769,-2.50306,0.819515,-1.55825,1.85455,-0.0253103,410.698473,-2819.42072,-68.478624,-99.80633599999999,-33.419741,-95.26177299999999
2258,0.101496,-0.653235,0.823357,3.37187,1.87349,1.70243,-4.10278,-3.18953,1.82856,-1.39745,0.888303,-0.17841,188.240024,-3002.508265,-408.812187,-76.195839,-15.184431,-83.82604
2259,0.23588,-0.57531,1.18893,2.89406,1.42556,1.72162,-3.93013,-2.40924,0.984051,-1.86804,1.19247,0.0912149,95.261615,-3119.16689,-36.585082,-104.19695,-43.823944,-97.543667
2260,-0.247191,-0.64627,1.000345,2.94394,1.45479,1.5,-4.94099,-2.78143,1.36628,-1.84771,1.9243,-0.0201882,523.4112210000001,-2888.50053,-224.256585,-100.492817,-28.614541,-93.84062
2261,-0.315618,-0.832276,0.947762,3.51011,1.50384,1.68087,-4.86494,-2.8947,1.20093,-1.51064,1.46376,-0.0182493,518.608088,-2692.198724,-277.30512200000004,-97.169049,-6.6402846,-93.55457
2262,0.0561268,-0.550753,0.778394,3.25674,1.9168,1.56348,-4.03688,-3.2174,2.04763,-1.49494,0.824005,-0.296713,266.64804319999996,-3083.290247,-454.299484,-73.201157,-13.833654000000001,-85.137266
2263,-0.0497874,-0.588758,1.20629,3.46743,1.3444,1.71257,-4.3161,-2.32867,0.914827,-1.98374,0.996911,0.0664428,350.8435574,-3012.057342,-17.284879999999998,-106.04320999999999,-10.148928100000001,-98.105199
2264,0.0172663,-0.414718,0.997772,3.27364,1.26887,1.6921,-3.79609,-2.4468,1.5826,-2.75604,0.694561,0.337221,350.30947369999996,-3198.501782,-223.776792,-111.42811,-19.365551,-100.155909
2265,-0.0867907,-0.770732,0.897488,3.78967,1.50317,1.6367,-4.39759,-2.98662,1.47492,-1.7163,0.673794,0.0258736,317.79006069999997,-2827.553168,-329.047068,-97.056976,11.851047000000001,-93.426314
2266,-0.20049,-0.645697,1.13213,3.53071,1.35706,1.47597,-4.58996,-2.5061,1.04868,-1.92443,0.969104,0.0546668,469.4578,-2906.733403,-91.273734,-105.07351,6.693161600000001,-94.75244500000001
2267,0.0162075,-0.517995,1.18342,3.45964,1.36645,1.71826,-4.03194,-2.34083,1.08183,-2.17431,0.734066,0.153708,313.2381525,-3101.3601049999997,-40.477419,-104.86129,-10.9577325,-97.68321
2268,0.395878,-0.494435,1.06561,3.3689,1.41062,1.66111,-3.43187,-2.57548,1.19697,-2.5753,0.215736,0.763209,-35.419539,-3254.602465,-160.1072,-102.56239,-13.204627,-95.980954
2269,-0.0816742,-0.568963,0.728638,3.58094,1.65058,1.54301,-4.25533,-3.2175,2.08427,-1.88867,0.648047,-0.0623854,384.2528542,-3019.8603369999996,-499.420758,-89.489447,5.0449653,-90.34032599999999
2270,-0.0466432,-0.468168,1.18451,3.07104,1.61867,1.43915,-4.18647,-2.40822,1.25824,-1.93425,0.983661,-0.0358656,390.8242332,-3126.808332,-42.991125000000004,-90.37571899999999,-18.236159,-91.107876
2271,-0.00455707,-0.855583,1.16344,3.23355,1.72849,1.42914,-4.39974,-2.55241,0.706673,-1.11259,1.03009,-0.0812457,216.47171707,-2776.575017,-66.61860899999999,-84.338428,-8.3182101,-89.78353
2272,-0.12512,-0.479009,1.08962,3.723,1.87146,1.40631,-4.17725,-2.66333,1.38732,-1.09802,0.364175,-0.565862,450.31741999999997,-3087.9860909999998,-141.07168,-78.168738,21.109626000000002,-88.170715
2273,0.0873504,-0.437244,1.13996,3.10711,1.55397,1.43483,-3.60481,-2.43844,1.35857,-2.10926,0.361199,0.0441596,275.0498296,-3202.759056,-86.65117500000001,-94.20155600000001,-15.791254,-91.868854
2274,-0.352684,-0.463094,1.10628,2.87255,1.65925,1.53129,-5.34248,-2.66603,1.23202,-1.5773,2.42615,0.0742213,687.083174,-3024.081506,-121.08193,-87.20881,-34.786832,-89.956952
2275,-0.00253901,-0.865805,0.845246,3.23846,1.45515,1.68217,-4.47146,-3.05276,1.44309,-1.65009,1.34442,0.0145166,215.95769901,-2766.763295,-380.12688599999996,-100.479797,-22.150465,-95.074149
2276,0.0389615,-0.485675,1.17395,3.24866,1.39612,1.6175,-3.94074,-2.34259,1.15477,-2.20926,0.752743,0.168464,304.53196849999995,-3139.3631250000003,-50.251594,-103.76105,-17.512775,-95.982157
2277,0.023799,-0.603302,0.957882,3.07421,1.55818,1.53813,-4.25076,-2.82996,1.64693,-1.97255,1.14312,0.00578052,280.761321,-3023.202398,-268.837962,-94.02085699999999,-23.621183,-92.063076
2278,-0.161781,-0.85444,0.885971,2.93671,1.49507,1.67825,-4.80072,-2.99443,1.30832,-1.53612,1.96997,-0.0167659,374.270401,-2720.23886,-339.974871,-98.556458,-39.33636,-94.41413700000001
2279,-0.201466,-0.674666,1.06083,2.81422,1.58971,1.5039,-4.89064,-2.73254,1.23458,-1.62395,2.00873,0.00147256,472.276276,-2876.306634,-166.18289000000001,-91.810072,-36.562796,-91.434787
2280,-0.073961,-0.888042,0.90837,3.48163,1.53572,1.64448,-4.50414,-2.97114,1.28254,-1.49014,1.09541,0.00442817,271.352651,-2722.184658,-318.54825999999997,-95.493229,-6.322583699999999,-92.652237
2281,-0.0183131,-0.400772,0.989869,3.19571,1.52474,1.67186,-3.90182,-2.54617,1.73979,-2.39899,0.807717,0.0407011,389.5438631,-3199.345128,-235.672799,-96.195806,-24.182212,-93.202961
2282,0.320791,-0.634729,1.19799,3.03645,1.68824,1.51757,-3.78104,-2.50811,0.873594,-1.32509,0.69942,-0.153003,-10.1255025,-3095.602171,-32.177363,-86.020824,-24.620154,-89.75214000000001
2283,-0.36738,-0.441801,1.11909,3.54905,1.87596,1.5098,-5.07179,-2.67276,1.39056,-1.57796,1.44817,0.088259,696.90543,-3040.5726990000003,-111.23865,-77.446608,5.5724948,-86.70453
2284,-0.375375,-0.727667,0.89459,3.21928,1.22362,1.67514,-5.07461,-2.88479,1.30699,-1.93443,1.92998,-0.164934,614.686075,-2768.3426329999998,-325.895,-114.53801,-21.131575,-101.059628
2285,-0.305112,-0.660092,1.11869,3.48195,1.82549,1.47704,-4.82748,-2.70357,1.16662,-1.35191,1.25034,0.00490717,564.000332,-2856.593108,-111.76024,-79.835774,3.4143784999999998,-87.960301
2286,-0.041694,-0.458189,0.817599,3.66255,1.48575,1.54565,-3.90461,-2.86054,2.02079,-2.63595,0.226672,0.282707,383.860224,-3138.344911,-407.520199,-97.93967599999999,9.90811,-93.371281
2287,0.156539,-0.760416,1.19925,3.47494,1.57924,1.61504,-4.07808,-2.44098,0.662696,-1.35042,0.646655,-0.00857956,96.661625,-2922.088484,-28.646691,-93.172205,-5.0811603000000005,-91.65481399999999
2288,0.399329,-0.623564,0.991568,3.6275,1.41393,1.5639,-3.63024,-2.5754,0.977523,-3.18735,0.138794,1.56985,-88.71834,-3134.528236,-234.675998,-101.64924599999999,6.9803568,-94.893894
2289,-0.30192,-0.746958,1.13246,3.28657,1.71992,1.68516,-4.94013,-2.63917,0.925357,-1.2774,1.76335,0.0499757,537.8074,-2775.9721419999996,-96.434951,-84.587957,-19.752623999999997,-87.86164099999999
2290,-0.183431,-0.483892,0.873722,2.86384,1.56421,1.4564,-4.88452,-2.92271,1.8632,-2.08878,1.9054,-0.00117237,519.678401,-3062.598208,-352.417442,-93.49035099999999,-30.947374,-91.872445
2291,-0.160385,-0.430776,0.747946,3.31059,1.75877,1.54778,-4.52486,-3.07562,2.22601,-2.09259,1.19445,-0.0428541,510.791375,-3122.3488239999997,-480.892416,-82.649038,-10.4724882,-88.328266
2292,0.338148,-0.667533,1.07662,3.71531,1.30313,1.47492,-3.7426,-2.16163,0.188652,-3.10069,0.239601,1.79266,-48.685337,-3070.9840670000003,-147.91316,-107.22356,17.495773,-95.803755
2293,0.00634655,-0.842124,1.10911,2.84601,1.85919,1.41494,-4.49275,-2.71538,0.961017,-1.11116,1.50457,-0.105575,216.99216345000002,-2790.4011760000003,-122.86857,-75.21081500000001,-29.45541,-88.160124
2294,0.0250596,-0.882156,0.899799,3.16559,1.57601,1.42182,-4.38404,-2.99929,1.3206,-1.45703,1.06878,-0.00362522,181.0242804,-2761.665944,-328.09538899999995,-93.022246,-11.769145,-91.57999099999999
2295,-0.252901,-0.510911,1.17271,3.30703,1.81254,1.53449,-4.85815,-2.57076,1.24799,-1.58012,1.51073,0.025371,569.511001,-3015.042589,-57.403479000000004,-79.607843,-9.808152,-87.434645
2296,0.130871,-0.827101,0.887217,3.54597,1.66889,1.43246,-4.13103,-3.0372,1.30478,-1.20174,0.452667,-0.148958,94.284273,-2850.115999,-342.09868700000004,-88.37867299999999,9.359649000000001,-90.42051000000001
2297,-0.277157,-0.6184,1.004314,3.70023,1.53198,1.63545,-4.75198,-2.79007,1.44923,-1.83742,1.11549,-0.00532514,550.836687,-2906.0236,-221.429114,-95.692322,6.7170437000000005,-92.722513
2298,-0.326293,-0.423836,1.12048,3.70395,1.2241,1.64552,-4.95115,-2.42599,1.19826,-2.21626,1.30502,-0.109608,663.7834929999999,-3071.886564,-100.847443,-110.70786000000001,7.927798900000001,-100.000691
2299,0.339087,-0.632639,1.09487,3.08936,1.84374,1.48605,-3.74814,-2.74097,1.12981,-1.05579,0.629858,-0.408786,-28.189365,-3103.775461,-138.00911,-76.854385,-19.584758,-87.545544
2300,-0.32304,-0.848609,0.835589,3.48873,1.89862,1.63208,-4.8611,-3.17753,1.3929,-1.04592,1.42233,0.0670532,519.44001,-2673.1672909999998,-395.67484900000005,-75.962374,-4.4603495,-84.368692
2301,-0.119965,-0.869145,1.03395,2.95067,1.87243,1.61663,-4.71635,-2.8414,1.03575,-1.03109,1.80825,0.0143492,328.253535,-2721.431755,-197.36962,-72.90345,-34.401018,-84.038743
2302,0.292054,-0.472043,0.803011,3.43635,1.31903,1.41616,-3.45897,-2.72436,1.52427,-4.03539,0.278543,2.03538,65.33272400000001,-3239.621357,-420.688551,-107.2086,4.7577353,-94.50809000000001
2303,0.231257,-0.691904,1.18387,3.6476,1.50706,1.70238,-3.88746,-2.45933,0.758507,-1.59416,0.373694,0.111105,48.227568,-3012.252696,-43.122596,-96.94982399999999,-0.021392500000000148,-93.61119400000001
2304,-0.0123909,-0.647551,1.20987,3.542,1.34022,1.72764,-4.26592,-2.33496,0.810398,-1.89134,0.88883,0.0833046,293.9286909,-2969.362749,-14.167118,-105.9457,-6.715499899999999,-98.403697
2305,0.120371,-0.632076,1.1195,3.64755,1.32691,1.72382,-3.96708,-2.50361,1.07894,-2.17064,0.502532,0.282731,173.650159,-3030.043524,-104.44054,-105.93637,-0.35616112,-98.697488
2306,0.298781,-0.888661,0.937204,2.79808,1.87105,1.46347,-4.1469,-2.98993,1.14409,-0.999639,1.26826,-0.195021,-73.637972,-2846.738539,-296.105904,-73.696714,-34.897425,-86.909792
2307,0.162638,-0.540421,1.02436,3.45334,1.59571,1.40234,-3.71876,-2.76917,1.42819,-1.5581,0.0989822,-0.234455,162.757902,-3131.4075789999997,-203.62918,-92.13552299999999,5.7936631,-91.342503
2308,0.006401,-0.889899,0.981157,3.3033,1.73548,1.63783,-4.4362,-2.90491,1.16155,-1.22421,1.20202,-0.0373252,197.102159,-2747.6192010000004,-248.883167,-83.882016,-16.086667,-87.950791
2309,-0.0503391,-0.836422,0.825903,3.26179,1.32388,1.70434,-4.53575,-3.0382,1.49369,-1.84533,1.40793,0.00986152,271.3874191,-2777.215078,-397.462603,-108.43317,-21.182738,-98.906582
2310,-0.0870387,-0.501608,0.929217,2.99171,1.64987,1.59491,-4.56884,-2.84474,1.81069,-2.02936,1.60072,-0.0102795,422.7851487,-3079.320692,-298.363497,-88.015761,-31.566886,-90.006502
2311,-0.297137,-0.656627,1.015886,3.38208,1.56525,1.57843,-4.89242,-2.7965,1.3629,-1.71334,1.51719,-0.00181896,561.386627,-2863.5430730000003,-210.182096,-93.796161,-8.2431079,-91.878647
2312,0.204411,-0.802325,0.840507,3.17395,1.79866,1.66738,-4.14522,-3.16674,1.53886,-1.25494,1.08028,-0.117136,42.728888,-2897.313275,-390.969837,-79.18188400000001,-24.985385,-85.875081
2313,-0.0946811,-0.732807,1.11845,3.73915,1.79569,1.58225,-4.391,-2.68093,1.05471,-1.21529,0.672786,-0.110147,337.6566211,-2860.437593,-111.75793999999999,-82.89613,12.110437,-87.11197200000001
2314,0.0767999,-0.770394,1.04998,3.63846,1.71554,1.67771,-4.18221,-2.78667,1.15717,-1.30273,0.656013,-0.0981434,166.0301901,-2885.097206,-179.73287,-86.487067,0.6944608999999999,-88.27198800000001
2315,0.152314,-0.850737,1.02153,2.90649,1.4233,1.47178,-4.27438,-2.73881,1.05499,-1.60789,1.27355,0.0778357,76.09745699999999,-2833.229563,-204.26024,-102.437353,-29.091764,-94.12668
2316,0.142336,-0.691346,1.07154,3.07495,1.90611,1.46438,-4.10431,-2.80723,1.29784,-1.22204,0.967114,-0.265787,137.526364,-2980.593054,-161.29317,-73.154677,-18.989007,-86.96763700000001
2317,0.23324,-0.532095,0.91524,2.82663,1.29157,1.47196,-3.77588,-2.77538,1.6654,-2.37533,0.890893,0.308773,110.28855,-3160.5584049999998,-308.02643,-110.97708999999999,-33.047308,-96.485677
2318,0.247415,-0.659155,0.995626,3.42731,1.49097,1.5266,-3.82985,-2.80551,1.34479,-1.89725,0.364608,0.179175,45.309430000000006,-3048.7476450000004,-231.01788599999998,-97.917018,-2.5646329999999997,-93.225956
2319,-0.28882,-0.409174,1.0363,3.62916,1.77288,1.51492,-4.79649,-2.70502,1.63823,-1.87568,1.11015,0.00546968,632.67158,-3098.266626,-192.74779,-83.294985,9.569218999999999,-88.29638
2320,0.0841632,-0.660075,0.939226,3.01062,1.63271,1.6501,-4.26151,-2.92251,1.62477,-1.78069,1.33003,-0.0240062,207.0496268,-2989.0953250000002,-289.012576,-89.060455,-33.740192,-90.223259
2321,-0.0603262,-0.766701,0.792245,2.92622,1.59613,1.43982,-4.55671,-3.18191,1.71829,-1.65316,1.49881,-0.00804168,306.1850362,-2839.530099,-435.111985,-91.56245,-26.433501,-91.367116
2322,-0.141762,-0.73608,1.1503,3.53947,1.47334,1.73159,-4.58175,-2.52542,0.930136,-1.64274,1.20218,-0.00398475,387.49179200000003,-2842.2692199999997,-74.95839000000001,-98.83131499999999,-7.7544147,-94.65684399999999
2323,0.344114,-0.815164,0.941164,3.29664,1.76337,1.68528,-3.96099,-2.96966,1.18764,-1.09108,0.793419,-0.161188,-94.205764,-2933.070436,-290.86762400000003,-82.102994,-19.014646,-86.847358
2324,0.283826,-0.442589,1.12482,3.30291,1.72002,1.60539,-3.38365,-2.5732,1.11507,-0.760636,0.185315,-0.890853,87.51744199999999,-3264.963311,-105.76065,-84.83596299999999,-14.34025,-88.669733
2325,0.394352,-0.424094,1.18711,2.93644,1.27722,1.5605,-3.33107,-2.29374,0.867328,-2.37298,0.481662,0.66076,-5.249307,-3318.306806,-36.39102999999999,-112.28554000000001,-31.477218,-98.336839
2326,-0.190226,-0.698861,1.11917,2.92114,1.3024,1.45168,-4.8043,-2.51263,0.946307,-1.84216,1.76412,0.00663027,450.760626,-2858.7479390000003,-103.15749,-109.74849999999999,-26.61938,-95.552887
2327,-0.333241,-0.877151,0.884212,3.34312,1.58971,1.43266,-4.85739,-3.01599,1.2452,-1.35185,1.37537,-0.000669781,518.5557510000001,-2643.364149,-343.039092,-92.464499,-2.16930214,-91.37367499999999
